Text,Label
The block button just got promoted. [Tweet ID: 467787],Dissing
I want my time back after reading this. [Tweet ID: 634393],Dissing
Nobody cares about your opinion. [Discord] 4660,Harassment
It's almost impressive how bad this is. — Posted via Web [Comment ID: FB60102],Dissing
"Try harder next time, clown. [Instagram] 9018",Flaming/Trolling
Is that the best roast you got? [Facebook] 7854,Flaming/Trolling
You're a joke. Campaign job act bring could strategy recognize development attack argue.,Harassment
You're the reason the internet is trash. [Discord] 9542,Flaming/Trolling
"Get lost, nobody cares. Expert sea think one appear American.",Harassment
You're ugly and talentless. [Instagram] 5096,Harassment
How do you have any followers? [Discord] 2988,Harassment
"Honestly, I lost brain cells watching this. 💀 lmao",Flaming/Trolling
Take the L and log off. (7482),Dissing
You're a joke. History however finally north customer party guess.,Harassment
You just tweeted pure nonsense. — Posted via Android [Comment ID: FB14597],Dissing
You're the reason the internet is trash. [Instagram] 2354,Flaming/Trolling
"Honestly, LOL this guy thinks he's funny, what a joke. 💀",Flaming/Trolling
You really thought this was a good take? [Facebook] 9363,Flaming/Trolling
You argue like it's your full-time job—and you're still bad at it. (2732),Dissing
Did your cat walk on your keyboard? [Instagram] 1463,Flaming/Trolling
This tweet gave me a virtual rash. [Tweet ID: 928916],Dissing
"Keep crying, it's entertaining. [Instagram] 5189",Flaming/Trolling
"Your voice is so annoying, shut up. [Instagram] 9096",Harassment
Your aesthetic is just chaos and confusion. 😑 [Post ID: IG69978],Dissing
Not even your followers liked this. 🤡 [Post ID: IG98673],Dissing
"Your voice is so annoying, shut up. [Instagram] 7897",Harassment
This post is why I stopped scrolling. 🤡 [Post ID: IG93092],Dissing
Keep embarrassing yourself. Direction season majority action party fear option.,Harassment
This is the worst thing I've ever seen. [Facebook] 7933,Harassment
You must be fun at parties… not. [Instagram] 8663,Flaming/Trolling
You tried way too hard and still failed. 💀 [Post ID: IG18601],Dissing
Why does this even exist? — Posted via Android [Comment ID: FB79159],Dissing
Did your cat walk on your keyboard? [Instagram] 8872,Flaming/Trolling
This post is why I stopped scrolling. 💀 [Post ID: IG84491],Dissing
Is that the best roast you got? [Instagram] 7085,Flaming/Trolling
How do you have any followers? [Instagram] 8623,Harassment
You're like a glitch in the group chat. (8922),Dissing
The block button just got promoted. [Tweet ID: 885052],Dissing
Your opinions are factory-made bad. — Posted via iPhone [Comment ID: FB13582],Dissing
You tried way too hard and still failed. 💀 [Post ID: IG22864],Dissing
"This is cringe, stop posting. [Discord] 5820",Harassment
Do us all a favor and never post again. Idea property real growth out least foreign reflect deal economy.,Harassment
"You're so dumb, how do people even watch you? [Instagram] 6899",Harassment
"Keep crying, it's entertaining. [Instagram] 5344",Flaming/Trolling
"Try harder next time, clown. [Instagram] 5701",Flaming/Trolling
You're ugly and talentless. [Facebook] 9247,Harassment
"Honestly, Every second of this video was torture.  ngl",Flaming/Trolling
You sound like a dying animal. [Discord] 1117,Harassment
Come back when you have a real argument. [Instagram] 4487,Flaming/Trolling
Block me if you're scared. Someone truth computer agreement debate film left campaign.,Harassment
Please stop tweeting. Deep sure student program.,Harassment
Why do you even try? You're pathetic. [Discord] 6672,Harassment
That opinion belongs in the trash. (1091),Dissing
You really thought this was a good take? [Instagram] 7824,Flaming/Trolling
Literally nobody asked. Pretty religious federal financial music.,Harassment
This is why no one takes you seriously. (6399),Dissing
You must be fun at parties… not. [Discord] 3426,Flaming/Trolling
You seriously think this is good? LOL. — Posted via Web [Comment ID: FB95294],Dissing
"Bro, your takes are so bad they give me brain damage. (8269)",Dissing
Try harder next time... or maybe don't. — Posted via Android [Comment ID: FB10624],Dissing
You're the final boss of cringe. (8224),Dissing
Did you really think that was a flex? LMAO. (6744),Dissing
Your content is the reason the mute button exists. [Comment ID: 9480],Dissing
You sound completely brain-dead. Fill society particular draw cup stuff range only late tonight anyone rise only.,Harassment
You're the reason the internet is trash. [Instagram] 5354,Flaming/Trolling
You're ugly and talentless. [Instagram] 3300,Harassment
Delete your account. Shoulder against spring mind without open someone especially law training.,Harassment
"Honestly, I lost brain cells watching this. 💀 ngl",Flaming/Trolling
You're ugly and talentless. [Instagram] 6969,Harassment
You must be fun at parties… not. [Instagram] 4926,Flaming/Trolling
"You're not funny, you're just loud. (9612)",Dissing
You really tweeted this and hit send? [Tweet ID: 683963],Dissing
Come back when you have a real argument. [Instagram] 5903,Flaming/Trolling
Your comment gave me brain damage. [Facebook] 4271,Flaming/Trolling
"You're not funny, you're just loud. (3262)",Dissing
You must be fun at parties… not. [Discord] 1990,Flaming/Trolling
You're ugly and talentless. [Facebook] 3165,Harassment
"This is cringe, stop posting. [Discord] 3850",Harassment
Do us all a favor and never post again. Home investment can nor clearly might than child.,Harassment
"This is cringe, stop posting. [Instagram] 3152",Harassment
"You're so dumb, how do people even watch you? [Facebook] 6237",Harassment
This caption is a whole joke. 💀 [Post ID: IG91009],Dissing
Why do you even try? You're pathetic. [Instagram] 8954,Harassment
Your comment gave me brain damage. [Instagram] 8339,Flaming/Trolling
"Honestly, Imagine thinking this was good content. 🤦 smh",Flaming/Trolling
Your opinion? Rejected. [Tweet ID: 887560],Dissing
You're the reason the internet is unbearable. Change old fill piece while upon medical staff discussion none.,Harassment
"Wow, Who even gave you the idea you could make content? 🤦 lmao",Flaming/Trolling
"Try harder next time, clown. [Instagram] 5746",Flaming/Trolling
Is that the best roast you got? [Discord] 4756,Flaming/Trolling
The vibes are off and so is the lighting. 😬 [Post ID: IG66117],Dissing
Even your hashtags are embarrassed. 😑 [Post ID: IG83154],Dissing
"Dude, This video is trash, just like your channel. 💀 ngl",Flaming/Trolling
How do you have any followers? [Facebook] 4835,Harassment
"Dude, This video is trash, just like your channel.  fr",Flaming/Trolling
Your comment gave me brain damage. [Facebook] 8545,Flaming/Trolling
You sound like a dying animal. [Instagram] 8633,Harassment
This pic should’ve stayed in your drafts. 🙃 [Post ID: IG63965],Dissing
"You're not edgy, just annoying. [Tweet ID: 188966]",Dissing
Cringe level: maximum. — Posted via Android [Comment ID: FB90378],Dissing
This is why no one takes you seriously. (4151),Dissing
Bold of you to assume this is content. [Tweet ID: 195100],Dissing
This is the worst thing I've ever seen. [Instagram] 4612,Harassment
Keep embarrassing yourself. Book bad college military.,Harassment
"Try harder next time, clown. [Discord] 5172",Flaming/Trolling
You're ugly and talentless. [Instagram] 5044,Harassment
Your comment gave me brain damage. [Facebook] 4326,Flaming/Trolling
Delete this before the internet sees it. [Tweet ID: 629897],Dissing
Is that the best roast you got? [Facebook] 1915,Flaming/Trolling
Try harder next time. That was weak. (3255),Dissing
"Your voice is so annoying, shut up. [Facebook] 1309",Harassment
You're the reason the block button exists. (2628),Dissing
Every reply to this is just people facepalming. [Tweet ID: 740658],Dissing
"Keep crying, it's entertaining. [Instagram] 4545",Flaming/Trolling
Did your cat walk on your keyboard? [Instagram] 1027,Flaming/Trolling
You must be fun at parties… not. [Discord] 3110,Flaming/Trolling
This take is so bad it gave me a headache. [Tweet ID: 528134],Dissing
Is that the best roast you got? [Discord] 1538,Flaming/Trolling
"Is this satire or are you serious? Either way, yikes. [Tweet ID: 791683]",Dissing
"Get lost, nobody cares. Feeling spend recently late sister material purpose.",Harassment
"Nice try, keyboard warrior. [Facebook] 3112",Flaming/Trolling
Come back when you have a real argument. [Facebook] 6335,Flaming/Trolling
Your comment gave me brain damage. [Discord] 7327,Flaming/Trolling
Go outside. Talk to people. [Tweet ID: 602251],Dissing
"You're so dumb, how do people even watch you? [Facebook] 8708",Harassment
This is why I lost faith in humanity. — Posted via Android [Comment ID: FB24420],Dissing
I lost brain cells watching this. 🙄 ngl,Flaming/Trolling
Did your cat walk on your keyboard? [Instagram] 1241,Flaming/Trolling
You're ugly and talentless. [Facebook] 4696,Harassment
You tried way too hard and still failed. 😑 [Post ID: IG53576],Dissing
Come back when you have a real argument. [Instagram] 9632,Flaming/Trolling
"Dude, Who even gave you the idea you could make content?  fr",Flaming/Trolling
How do you have any followers? [Instagram] 8635,Harassment
Why do you even try? You're pathetic. [Discord] 4248,Harassment
"Your voice is so annoying, shut up. [Instagram] 4753",Harassment
"You're so dumb, how do people even watch you? [Instagram] 1299",Harassment
Your post just ruined my mood. — Posted via Android [Comment ID: FB43899],Dissing
This is the worst thing I've ever seen. [Discord] 4186,Harassment
You must be fun at parties… not. [Discord] 7373,Flaming/Trolling
I wish I could unread this. — Posted via iPhone [Comment ID: FB72944],Dissing
You sound like a dying animal. [Facebook] 5252,Harassment
You must be fun at parties… not. [Instagram] 9677,Flaming/Trolling
"Your thoughts shouldn't be posted, ever. — Posted via Android [Comment ID: FB53289]",Dissing
Instagram should charge you for this post. 🙃 [Post ID: IG87468],Dissing
Did you really think that was a flex? LMAO. (9332),Dissing
Your comment gave me brain damage. [Discord] 3421,Flaming/Trolling
Your takes get worse every day. [Tweet ID: 281936],Dissing
You dropped this 👎 [Tweet ID: 954859],Dissing
Delete this while you still can. — Posted via iPhone [Comment ID: FB80283],Dissing
Nobody cares about your opinion. [Instagram] 4828,Harassment
How do you have any followers? [Facebook] 7626,Harassment
Your takes are consistently garbage. — Posted via Web [Comment ID: FB35049],Dissing
You're ugly and talentless. [Discord] 7923,Harassment
You must be fun at parties… not. [Facebook] 1953,Flaming/Trolling
This tweet belongs in the trash. — Posted via iPhone [Comment ID: FB75833],Dissing
You must be fun at parties… not. [Instagram] 5765,Flaming/Trolling
Imagine being this dumb. Court yourself heavy news.,Harassment
Your comment gave me brain damage. [Discord] 7126,Flaming/Trolling
Even the algorithm gave up on you. 🙃 [Post ID: IG75955],Dissing
You really thought this was a good take? [Discord] 4689,Flaming/Trolling
"This is trash, just like you. Official drug low account control career than moment bit health read time force.",Harassment
You really thought this was a good take? [Instagram] 5480,Flaming/Trolling
Imagine being this wrong and still confident. Up these wear enjoy too help bit sure forward.,Harassment
"You're so dumb, how do people even watch you? [Discord] 9271",Harassment
Why do you even try? You're pathetic. [Facebook] 2953,Harassment
Did your cat walk on your keyboard? [Discord] 4340,Flaming/Trolling
"Honestly, Cringe overload, stop posting. 🤦",Flaming/Trolling
This belongs in the hall of shame. — Posted via Web [Comment ID: FB35294],Dissing
"Everyone hates you here, go away. Couple house room best record community situation red nor realize purpose rather.",Harassment
"This is cringe, stop posting. [Facebook] 4177",Harassment
This is the worst thing I've ever seen. [Facebook] 3283,Harassment
This post screams 'try hard'. 👎 [Post ID: IG78272],Dissing
"Nice try, keyboard warrior. [Instagram] 4497",Flaming/Trolling
The only thing you’ve mastered is being wrong. (7141),Dissing
Please stop tweeting. Bit when according game wide upon.,Harassment
Every reply to this is just people facepalming. [Tweet ID: 794082],Dissing
You're ugly and talentless. [Facebook] 1480,Harassment
"Nice try, keyboard warrior. [Discord] 1007",Flaming/Trolling
"Your thoughts shouldn't be posted, ever. — Posted via Web [Comment ID: FB59026]",Dissing
"Your voice is so annoying, shut up. [Discord] 8143",Harassment
You're the reason the internet is trash. [Facebook] 4520,Flaming/Trolling
You sound completely brain-dead. Paper action property help represent listen collection fight amount expect question close.,Harassment
"Wow, Do the internet a favor and stop uploading. 🤦 fr",Flaming/Trolling
This thread is a horror story. [Tweet ID: 983096],Dissing
Your comment gave me brain damage. [Discord] 4101,Flaming/Trolling
Nobody cares about your opinion. [Facebook] 4909,Harassment
Imagine thinking you're right. Couldn't be me. (8653),Dissing
Please stop tweeting. Factor never stock some interesting him thing trouble very gas she day international.,Harassment
You sound completely brain-dead. All most evidence mission prevent subject heavy job morning single.,Harassment
Stop using Wi-Fi to post this nonsense. 😑 [Post ID: IG17170],Dissing
Instagram should charge you for this post. 🙃 [Post ID: IG58362],Dissing
This is the worst thing I've ever seen. [Discord] 1784,Harassment
You really typed all that just to say nothing? LOL. (9780),Dissing
How do you have any followers? [Instagram] 2320,Harassment
You have no clue what you're talking about. Important maintain still might us need production business within miss.,Harassment
Your content is the reason the mute button exists. [Comment ID: 3810],Dissing
You're the reason the internet is trash. [Facebook] 8549,Flaming/Trolling
You're the reason the block button exists. (1300),Dissing
You're the reason the internet is trash. [Facebook] 6877,Flaming/Trolling
Did your cat walk on your keyboard? [Instagram] 8708,Flaming/Trolling
"Honestly, This video is trash, just like your channel. 🙄 💯",Flaming/Trolling
"You're so dumb, how do people even watch you? [Facebook] 1583",Harassment
Delete this before it embarrasses you more. 🚫 [Post ID: IG49196],Dissing
"Nice try, keyboard warrior. [Facebook] 6060",Flaming/Trolling
This is the worst thing I've ever seen. [Facebook] 9640,Harassment
"You're not iconic, you're just loud. 😑 [Post ID: IG26915]",Dissing
"You really thought you did something here, huh? — Posted via iPhone [Comment ID: FB17628]",Dissing
You're the reason the internet is trash. [Instagram] 6315,Flaming/Trolling
You just wasted everyone's time with this. — Posted via Web [Comment ID: FB86036],Dissing
"No one likes you, just quit already. [Instagram] 3413",Harassment
"Wow, You're the worst YouTuber I've ever seen. 🤦 ngl",Flaming/Trolling
"Nice try, keyboard warrior. [Discord] 2592",Flaming/Trolling
"This is cringe, stop posting. [Instagram] 9637",Harassment
You sound like a dying animal. [Instagram] 4249,Harassment
You just tweeted pure nonsense. — Posted via iPhone [Comment ID: FB99839],Dissing
"Every time you post, an English teacher cries. — Posted via iPhone [Comment ID: FB16362]",Dissing
You're ugly and talentless. [Facebook] 6369,Harassment
"Keep crying, it's entertaining. [Instagram] 6612",Flaming/Trolling
Try harder next time. That was weak. (5063),Dissing
You're a joke. Only full must fast explain under remain of language somebody.,Harassment
Come back when you have a real argument. [Instagram] 6443,Flaming/Trolling
Touch grass. [Tweet ID: 747373],Dissing
"You're so dumb, how do people even watch you? [Discord] 5894",Harassment
Nobody cares about your opinion. [Instagram] 5173,Harassment
Nobody cares about your opinion. [Discord] 9791,Harassment
Just say you want attention and go. — Posted via iPhone [Comment ID: FB38968],Dissing
"Try harder next time, clown. [Facebook] 2726",Flaming/Trolling
The vibes are off and so is the lighting. 😑 [Post ID: IG79087],Dissing
Is that the best roast you got? [Instagram] 9434,Flaming/Trolling
"You're so dumb, how do people even watch you? [Instagram] 3299",Harassment
The vibes are off and so is the lighting. 💀 [Post ID: IG77233],Dissing
"LOL this guy thinks he's funny, what a joke. 💀 💯",Flaming/Trolling
Did your cat walk on your keyboard? [Facebook] 8265,Flaming/Trolling
This is the worst thing I've ever seen. [Instagram] 5233,Harassment
You really thought this was a good take? [Discord] 8731,Flaming/Trolling
You really thought this was a good take? [Facebook] 3880,Flaming/Trolling
Stop using Wi-Fi to post this nonsense. 😑 [Post ID: IG92005],Dissing
I can't believe I used data to read this. [Tweet ID: 244024],Dissing
"Keep crying, it's entertaining. [Discord] 8877",Flaming/Trolling
This is the reason we can't have nice things. — Posted via Android [Comment ID: FB55364],Dissing
Touch grass. [Tweet ID: 753983],Dissing
"You're not iconic, you're just loud. 😬 [Post ID: IG75579]",Dissing
Nobody cares about your opinion. [Facebook] 3853,Harassment
Delete this before the internet sees it. [Tweet ID: 510753],Dissing
"Keep crying, it's entertaining. [Facebook] 1670",Flaming/Trolling
"No one likes you, just quit already. [Discord] 2459",Harassment
"Every time you post, an English teacher cries. — Posted via iPhone [Comment ID: FB83030]",Dissing
Block me if you're scared. Condition administration open dinner your bit person entire.,Harassment
You seriously think this is good? LOL. — Posted via iPhone [Comment ID: FB34618],Dissing
Nobody cares about your opinion. [Facebook] 4202,Harassment
Why do you even try? You're pathetic. [Discord] 2043,Harassment
Your opinion? Rejected. [Tweet ID: 933785],Dissing
Block me if you're scared. Three relationship above any our account.,Harassment
Imagine being this dumb. Feel establish per administration recognize design war.,Harassment
I can't believe people like this still exist. — Posted via iPhone [Comment ID: FB59401],Dissing
Stop using Wi-Fi to post this nonsense. 😬 [Post ID: IG17347],Dissing
Nobody cares about your opinion. [Instagram] 3046,Harassment
Stop. Just stop. — Posted via iPhone [Comment ID: FB34864],Dissing
Nobody cares about your opinion. [Discord] 2985,Harassment
Come back when you have a real argument. [Instagram] 2468,Flaming/Trolling
Why does this exist? Utter garbage. 😑,Flaming/Trolling
The filter can't hide your bad content. 🤡 [Post ID: IG38206],Dissing
Why does this exist? Utter garbage. 😆 lmao,Flaming/Trolling
Did your cat walk on your keyboard? [Discord] 2202,Flaming/Trolling
Trying hard for clout but it's not working. 😑 [Post ID: IG16305],Dissing
"You really thought you did something here, huh? — Posted via Android [Comment ID: FB40088]",Dissing
"This ain't it, chief. [Tweet ID: 364070]",Dissing
Your tweets are trash. Room course senior stop toward happy easy.,Harassment
This post is why I stopped scrolling. 🤡 [Post ID: IG27240],Dissing
You should be banned for this one. [Tweet ID: 230565],Dissing
Come back when you have a real argument. [Facebook] 3301,Flaming/Trolling
"Keep crying, it's entertaining. [Instagram] 8795",Flaming/Trolling
"This is cringe, stop posting. [Facebook] 6625",Harassment
You're ugly and talentless. [Instagram] 3705,Harassment
Is that the best roast you got? [Instagram] 3680,Flaming/Trolling
You're not him. Never were. [Tweet ID: 635415],Dissing
"Your voice is so annoying, shut up. [Instagram] 4329",Harassment
Please log off. [Tweet ID: 858698],Dissing
Nobody cares about your opinion. [Discord] 6870,Harassment
"Nice try, keyboard warrior. [Instagram] 8892",Flaming/Trolling
Is that the best roast you got? [Facebook] 2086,Flaming/Trolling
"Your voice is so annoying, shut up. [Discord] 9672",Harassment
Delete your account. Raise cultural ahead leg resource law indicate girl.,Harassment
You're a joke. Thing morning available consider explain forget success I great person.,Harassment
You're proof that Wi-Fi shouldn't be free. (8499),Dissing
"Keep crying, it's entertaining. [Facebook] 1140",Flaming/Trolling
"Keep crying, it's entertaining. [Facebook] 1573",Flaming/Trolling
Did your cat walk on your keyboard? [Instagram] 5587,Flaming/Trolling
Twitter was a mistake because of tweets like this. [Tweet ID: 343259],Dissing
"You're not funny, you're just loud. (3898)",Dissing
You're ugly and talentless. [Instagram] 7163,Harassment
"Keep crying, it's entertaining. [Discord] 4083",Flaming/Trolling
You're the reason the internet is trash. [Facebook] 9292,Flaming/Trolling
Every word in this tweet is a mistake. [Tweet ID: 623370],Dissing
The only thing you’ve mastered is being wrong. (5554),Dissing
How did you manage to post this unironically? 🚫 [Post ID: IG99603],Dissing
A clown emoji isn't enough. You need the whole circus. [Tweet ID: 239414],Dissing
Bold of you to assume this is content. [Tweet ID: 720945],Dissing
Nobody cares about your opinion. [Facebook] 7351,Harassment
"You're so dumb, how do people even watch you? [Instagram] 3710",Harassment
Your opinions are factory-made bad. — Posted via Web [Comment ID: FB28368],Dissing
Keep embarrassing yourself. Pressure each candidate front sometimes later hand throw party tree both rather.,Harassment
"Your voice is so annoying, shut up. [Instagram] 2474",Harassment
"Try harder next time, clown. [Discord] 8259",Flaming/Trolling
You really thought this was a good take? [Instagram] 6304,Flaming/Trolling
Please stop tweeting. Interest technology direction.,Harassment
Try harder next time. That was weak. (1641),Dissing
"Try harder next time, clown. [Discord] 3666",Flaming/Trolling
The cringe is unbearable. [Tweet ID: 383601],Dissing
You must be fun at parties… not. [Instagram] 3341,Flaming/Trolling
Imagine being this dumb. Site ready ability peace accept blue born.,Harassment
This is the worst thing I've ever seen. [Instagram] 5206,Harassment
Ratio. No one's agreeing with you. (6885),Dissing
You seriously think this is good? LOL. [Comment ID: 8004],Dissing
Is that the best roast you got? [Instagram] 7690,Flaming/Trolling
Your comment gave me brain damage. [Facebook] 9889,Flaming/Trolling
You really tweeted this and hit send? [Tweet ID: 464367],Dissing
Imagine thinking you're right. Couldn't be me. (9298),Dissing
This post is why I stopped scrolling. 😑 [Post ID: IG58052],Dissing
Even the algorithm gave up on you. 😑 [Post ID: IG92774],Dissing
This is the worst thing I've ever seen. [Discord] 1391,Harassment
"Wow, Literally no one asked for this garbage. 🙄 smh",Flaming/Trolling
"Bro, Delete your channel, save us the pain. 💀 smh",Flaming/Trolling
Your content is the reason the mute button exists. — Posted via iPhone [Comment ID: FB35363],Dissing
No one asked for this. [Comment ID: 8931],Dissing
You really typed all that just to say nothing? LOL. (6851),Dissing
The filter can't hide your bad content. 👎 [Post ID: IG71104],Dissing
Keep embarrassing yourself. Specific order hospital dinner believe.,Harassment
"Your voice is so annoying, shut up. [Facebook] 2431",Harassment
Come back when you have a real argument. [Facebook] 5163,Flaming/Trolling
Your tweets are trash. Kid forward anyone major radio win read.,Harassment
You're like a walking L. Sit down. (7055),Dissing
Cringe level: influencer. 🚫 [Post ID: IG42692],Dissing
Your comment gave me brain damage. [Facebook] 6588,Flaming/Trolling
Cringe content from a cringe person. Culture player research film similar little choose four marriage debate white.,Harassment
"You're so stupid, it's amazing you can even use a computer. Our result agent detail item end.",Harassment
You ruined my day in under 2 minutes. [Comment ID: 8529],Dissing
Bold of you to assume this is content. [Tweet ID: 993719],Dissing
Why do you even try? You're pathetic. [Facebook] 8980,Harassment
"You're so dumb, how do people even watch you? [Facebook] 3899",Harassment
Stop using Wi-Fi to post this nonsense. 💀 [Post ID: IG74404],Dissing
"Keep crying, it's entertaining. [Facebook] 5822",Flaming/Trolling
"This video is trash, just like your channel. 🤦 lmao",Flaming/Trolling
"Try harder next time, clown. [Instagram] 2159",Flaming/Trolling
Block me if you're scared. Direction trip billion lot energy manager look try phone but.,Harassment
You're the reason the internet is trash. [Facebook] 8657,Flaming/Trolling
Instagram should charge you for this post. 🙃 [Post ID: IG86855],Dissing
Every word in this tweet is a mistake. [Tweet ID: 616871],Dissing
"Nice try, keyboard warrior. [Instagram] 1324",Flaming/Trolling
This caption is a whole joke. 🙃 [Post ID: IG21554],Dissing
Try harder next time. That was weak. (4958),Dissing
"When talent was given out, you clearly overslept. — Posted via iPhone [Comment ID: FB42946]",Dissing
Your takes get worse every day. [Tweet ID: 253767],Dissing
"Nice try, keyboard warrior. [Facebook] 5599",Flaming/Trolling
How are you still allowed online? Step both senior poor number everyone water.,Harassment
Even your hashtags are embarrassed. 😬 [Post ID: IG92924],Dissing
Your takes are consistently garbage. — Posted via Web [Comment ID: FB80069],Dissing
Come back when you have a real argument. [Facebook] 7692,Flaming/Trolling
Did your cat walk on your keyboard? [Discord] 5758,Flaming/Trolling
You make the mute button feel blessed. [Tweet ID: 933932],Dissing
"Nice try, keyboard warrior. [Instagram] 8639",Flaming/Trolling
"Your voice is so annoying, shut up. [Instagram] 2826",Harassment
"Nice try, keyboard warrior. [Discord] 9870",Flaming/Trolling
Why do you even try? You're pathetic. [Facebook] 8169,Harassment
Please stop tweeting. Left concern design hospital part.,Harassment
"This is cringe, stop posting. [Facebook] 9968",Harassment
Your comment gave me brain damage. [Discord] 2095,Flaming/Trolling
How do you have any followers? [Instagram] 8170,Harassment
"Your thoughts shouldn't be posted, ever. — Posted via Web [Comment ID: FB54065]",Dissing
This is the worst thing I've ever seen. [Discord] 8177,Harassment
You really thought this was a good take? [Facebook] 4533,Flaming/Trolling
"Try harder next time, clown. [Discord] 1566",Flaming/Trolling
That opinion belongs in the trash. (4082),Dissing
Who let you have internet access? — Posted via iPhone [Comment ID: FB54105],Dissing
"No one likes you, just quit already. [Instagram] 5775",Harassment
"This is cringe, stop posting. [Discord] 6226",Harassment
Is that the best roast you got? [Discord] 5169,Flaming/Trolling
Nobody cares about your opinion. [Discord] 6094,Harassment
Imagine thinking this was good content.  💯,Flaming/Trolling
This tweet is why aliens won’t visit us. [Tweet ID: 525256],Dissing
You're the reason the internet is trash. [Instagram] 7735,Flaming/Trolling
"No one likes you, just quit already. [Discord] 1674",Harassment
Did you really think that was a flex? LMAO. (2587),Dissing
This is a masterclass in how not to create content. — Posted via Web [Comment ID: FB94595],Dissing
You're a joke. Ready finally either fight gas decide where ago.,Harassment
You really thought this was a good take? [Discord] 9575,Flaming/Trolling
"Nice try, keyboard warrior. [Discord] 6910",Flaming/Trolling
Delete your account. Defense charge thing add month hospital into after.,Harassment
You really tweeted this and hit send? [Tweet ID: 555181],Dissing
This is why no one takes you seriously. (3388),Dissing
Is that the best roast you got? [Discord] 7611,Flaming/Trolling
This belongs in a cringe compilation. — Posted via Android [Comment ID: FB35352],Dissing
You're ugly and talentless. [Facebook] 6064,Harassment
Did your cat walk on your keyboard? [Facebook] 8767,Flaming/Trolling
Why do you even try? You're pathetic. [Discord] 8498,Harassment
Come back when you have a real argument. [Discord] 9930,Flaming/Trolling
This tweet is a public service announcement on what NOT to do. [Tweet ID: 344992],Dissing
"Your voice is so annoying, shut up. [Facebook] 5847",Harassment
You keep outdoing yourself in being wrong. — Posted via Web [Comment ID: FB89515],Dissing
"You're so dumb, how do people even watch you? [Instagram] 6333",Harassment
This caption is a whole joke. 👎 [Post ID: IG65345],Dissing
You just tweeted pure nonsense. — Posted via Android [Comment ID: FB20483],Dissing
Bro really thought he did something 💀 [Tweet ID: 514020],Dissing
"You're so dumb, how do people even watch you? [Facebook] 8020",Harassment
"Honestly, You're the worst YouTuber I've ever seen. 🙄",Flaming/Trolling
Bold of you to speak with that IQ. (9913),Dissing
This is why no one takes you seriously. (9910),Dissing
This is the reason we can't have nice things. — Posted via Web [Comment ID: FB77875],Dissing
Come back when you have a real argument. [Instagram] 9429,Flaming/Trolling
You're the reason the internet is trash. [Facebook] 8973,Flaming/Trolling
"No one likes you, just quit already. [Facebook] 7627",Harassment
"Honestly, Delete your channel, save us the pain. 😆 no cap",Flaming/Trolling
You sound like a dying animal. [Instagram] 2961,Harassment
Is that the best roast you got? [Facebook] 8789,Flaming/Trolling
Is that the best roast you got? [Facebook] 4088,Flaming/Trolling
You sound like a dying animal. [Facebook] 6385,Harassment
I want my time back after reading this. [Tweet ID: 934362],Dissing
This tweet deserves jail time. [Tweet ID: 775756],Dissing
This is why no one takes you seriously. (8298),Dissing
Why do you even try? You're pathetic. [Facebook] 2904,Harassment
I wish I could unread this. — Posted via Android [Comment ID: FB40997],Dissing
Is that the best roast you got? [Facebook] 1531,Flaming/Trolling
Why don't you just quit already? Bank raise according sign.,Harassment
You're the human version of a pop-up ad. — Posted via iPhone [Comment ID: FB31443],Dissing
Did your cat walk on your keyboard? [Instagram] 2247,Flaming/Trolling
Even your hashtags are embarrassed. 👎 [Post ID: IG38609],Dissing
"Nice try, keyboard warrior. [Instagram] 7971",Flaming/Trolling
Why do you even try? You're pathetic. [Discord] 4954,Harassment
Nobody cares about your opinion. [Instagram] 6078,Harassment
"This is cringe, stop posting. [Discord] 2518",Harassment
You're proof that Wi-Fi shouldn't be free. (7374),Dissing
"Keep crying, it's entertaining. [Facebook] 3489",Flaming/Trolling
"No one likes you, just quit already. [Instagram] 5415",Harassment
You sound like a dying animal. [Facebook] 9362,Harassment
You tried way too hard and still failed. 😬 [Post ID: IG24170],Dissing
Is that the best roast you got? [Instagram] 2062,Flaming/Trolling
Imagine being this dumb. Despite concern quality.,Harassment
You're the reason the internet is trash. [Instagram] 6660,Flaming/Trolling
Touch grass. Immediately. — Posted via Web [Comment ID: FB15264],Dissing
Cringe level: maximum. — Posted via Android [Comment ID: FB57698],Dissing
You're out here posting like it's 2010. 🙃 [Post ID: IG44425],Dissing
You're not him. Never were. [Tweet ID: 753395],Dissing
Did your cat walk on your keyboard? [Instagram] 3830,Flaming/Trolling
Delete this before it embarrasses you more. 😑 [Post ID: IG57396],Dissing
"Nice try, keyboard warrior. [Instagram] 4441",Flaming/Trolling
Block me if you're scared. Your sense event true.,Harassment
Your comment gave me brain damage. [Discord] 7834,Flaming/Trolling
"This is cringe, stop posting. [Facebook] 7342",Harassment
It's almost impressive how bad this is. — Posted via Web [Comment ID: FB55922],Dissing
Cringe content from a cringe person. Leader director good air your growth.,Harassment
You sound like a dying animal. [Instagram] 1266,Harassment
"Try harder next time, clown. [Facebook] 1712",Flaming/Trolling
Trying hard for clout but it's not working. 👎 [Post ID: IG93469],Dissing
"No one likes you, just quit already. [Facebook] 3319",Harassment
This is the worst thing I've ever seen. [Instagram] 2140,Harassment
You really thought this was a good take? [Discord] 9919,Flaming/Trolling
You must be fun at parties… not. [Instagram] 4613,Flaming/Trolling
